Borough,Block,Lot,BIN,Building,Agency,2010 Rating *,2010 Source EUI (kBtu/sq.ft.),2010 GHG Emissions Intensity (kgCO2e/ft²) †,2011 Rating * ,2011 Source EUI (kBtu/sq.ft.),2011 GHG Emissions Intensity (kgCO2e/ft²) †,2012 Rating *,2012 Source EUI (kBtu/sq.ft.),2012 GHG Emissions Intensity (kgCO2e/ft²) †,2013 Rating *,2013 Source EUI (kBtu/sq.ft.),2013 GHG Emissions Intensity (kgCO2e/ft²) †,EPAPMBenchmarkedAs,Campus Name
4,15693,1,4442313,Q104,DOE, 82 , 109.8 ,5.8,74,120.6,6.4,75, 119.3 , 6.2 ,72,124.1,6.4,Individual building,
4,15974,3,4302397,Q105,DOE, 92 , 104.6 ,4.6,89,112.9,5.1,95, 93.9 , 4.3 ,91,105.9,4.7,Individual building,
4,15861,35,4441244,"Q106 within (Q106, Q727, Q806)",DOE, 50 , 202.1 ,6.7,50,201.7,6.9,82, 143.1 , 4.8 ,87,131.9,4.9,Part of a campus,"(Q106, Q727, Q806)"
4,5446,18,4123454,Q107,DOE, 65 , 111.7 ,5.2,58,119.2,5.8,75, 99.3 , 4.5 ,71,104.8,4.7,Individual building,
4,11475,11,4247572,Q108,DOE, 53 , 125.6 ,4.4,52,126,4.3,68, 107.9 , 3.6 ,61,116,4.2,Individual building,
4,10626,1,4226839,Q109,DOE, 87 , 98.2 ,3.9,83,104.7,4.3,88, 96.0 , 3.8 ,83,105,4.4,Individual building,
4,363,1,4004419,Q111,DOE, 56 , 113.2 ,6,55,114.3,5.6,27, 145.2 , 7.4 ,53,115.9,4.7,Individual building,
4,344,1,4004170,Q112,DOE, 1 , 493.1 ,24,1,506.7,24.6,57, 118.4 , 5.1 ,62,115,4.6,Individual building,
4,3846,40,4094055,Q113,DOE, 5 , 208.6 ,6.5,7,199.7,6.1,31, 191.5 , 5.7 ,44,201.4,6.1,Individual building,
4,16257,1,4305615,Q114,DOE, 93 , 123.5 ,4.8,96,112.6,4.5,99, 96.4 , 4.7 ,84,154.7,8.5,Individual building,
4,8717,1,4178127,Q115,DOE, 86 , 87.6 ,4.7,89,82.1,4.4,88, 83.1 , 4.3 ,77,100.8,5.6,Individual building,
4,10250,1,4218416,"Q116 within (Q116, Q930)",DOE, 71 , 114.9 ,4.4,59,129.7,5.1,71, 114.6 , 4.5 ,64,123.2,4.9,Part of a campus,"(Q116, Q930)"
4,9723,150,4208040,Q117,DOE, 62 , 113.8 ,4.4,69,105.8,4.6,96, 65.1 , 1.9 ,68,106.7,4.4,Individual building,
4,10926,50,4233850,Q118,DOE, 56 , 141.2 ,5.3,61,134.7,5.7,80, 107.4 , 4.1 ,66,127.4,5.1,Individual building,
4,3812,20,4092660,Q119,DOE, 92 , 95.6 ,3.8,93,92.4,3.5,97, 80.2 , 3.0 ,96,84.1,3.1,Individual building,
4,6373,1,4139491,Q120,DOE, 43 , 121.1 ,4.4,54,109.2,3.7,51, 112.3 , 3.9 ,36,128.8,4.4,Individual building,
4,9491,1,4200748,Q161,DOE, 51 , 139.9 ,4.1,49,141.1,4.2,56, 132.3 , 3.8 ,48,142.3,4.6,Individual building,
4,11607,1,4249769,"Q121 within (Q121, Q915)",DOE, 75 , 123.1 ,5.7,72,127.1,6.1,94, 86.0 , 3.3 ,89,99,3.7,Part of a campus,"(Q121, Q915)"
4,880,1,4019633,Q122,DOE, 74 , 100.0 ,3.9,69,96.5,3.8,82, 81.2 , 3.1 ,76,90.1,3.6,Individual building,
4,12019,10,4260828,"Q123 within (Q123, Q965)",DOE, 63 , 106.4 ,3.9,93,73.4,3,99, 55.7 , 2.3 ,96,66.4,2.7,Part of a campus,"(Q123, Q965)"
4,11882,1,4257530,Q124,DOE, 45 , 191.1 ,8.2,59,168.4,7.2,57, 171.3 , 6.1 ,59,167.4,6.5,Individual building,
4,2284,6,4052874,"Q125 within (Q125, Q825, Q947)",DOE, 40 , 114.5 ,4.1,49,105.6,3.7,53, 101.0 , 3.7 ,52,103.7,3.8,Part of a campus,"(Q125, Q825, Q947)"
4,553,1,4006382,Q126,DOE, 43 , 114.6 ,5.8,68,90.7,5,97, 70.6 , 3.7 ,96,76,4.2,Individual building,
4,1109,16,4024487,Q127,DOE, 57 , 116.3 ,4.6,50,123.9,5.3,67, 104.3 , 4.2 ,46,128.4,5.4,Individual building,
4,3976,1,4096774,"Q129 within (Q129, Q924)",DOE, 68 , 111.0 ,4,77,98.6,3.5,85, 87.7 , 3.2 ,82,92.8,3.3,Part of a campus,"(Q129, Q924)"
4,6203,1,4137034,Q130,DOE, 41 , 126.9 ,5.5,24,149.3,6.9,43, 123.8 , 5.3 ,38,131.2,5.9,Individual building,
4,9875,1,4211112,"Q131 within (Q131, Q911)",DOE, No data ,,,47,118.6,4.4,55, 108.6 , 3.9 ,42,123.9,4.8,Part of a campus,"(Q131, Q911)"
4,12927,28,4278380,"Q132 within (Q132, Q996)",DOE, 77 , 125.6 ,4.4,77,125.4,4.5,88, 105.5 , 3.9 ,78,122.5,4.9,Part of a campus,"(Q132, Q996)"
4,8616,1,4175739,Q133,DOE, 74 , 78.7 ,3.4,79,73.8,3,85, 67.0 , 2.7 ,80,73.6,2.9,Individual building,
4,10906,1,4440330,"Q134 within (Q134, Q835)",DOE, 46 , 141.8 ,5,40,149.9,5.6,55, 129.8 , 4.6 ,47,141.7,5.4,Part of a campus,"(Q134, Q835)"
4,10582,16,4225816,Q135,DOE, 48 , 135.7 ,4.8,43,136,4.9,51, 126.3 , 4.3 ,45,135,4.8,Individual building,
4,11018,21,4236757,Q136,DOE, 74 , 100.2 ,4.1,75,98.7,4,89, 79.3 , 3.0 ,79,94.4,3.8,Individual building,
4,9172,1,4467457,Q137,DOE, 41 , 145.8 ,4.5,31,157.7,5,44, 139.9 , 4.3 ,39,147.2,4.7,Individual building,
4,13578,1,4288640,Q138,DOE, 37 , 161.3 ,6.4,42,152.7,5.8,52, 139.5 , 5.1 ,48,145.2,5.4,Individual building,
4,3095,50,4072457,Q139,DOE, 65 , 118.5 ,4.3,70,112,4.1,76, 104.1 , 3.9 ,69,113.7,4.2,Individual building,
4,12341,31,4267260,"Q140 within (Q140, Q954)",DOE, 61 , 131.0 ,4.9,57,136,4.9,52, 141.7 , 4.8 ,66,124.8,4.6,Part of a campus,"(Q140, Q954)"
4,810,1,4016102,Q141,DOE, 93 , 83.6 ,3.4,90,89.1,3.6,92, 83.2 , 3.3 ,93,83.7,3.4,Individual building,
4,11972,70,4259200,"Q142 within (Q142, Q875)",DOE, 49 , 132.0 ,4.9,47,134.8,5,77, 119.1 , 4.3 ,71,127.8,4.8,Part of a campus,"(Q142, Q875)"
4,1756,25,4043827,"Q143 within (Q143, Q937)",DOE, 89 , 106.0 ,4,88,109.2,4,91, 102.5 , 3.7 ,87,110.8,4.1,Part of a campus,"(Q143, Q937)"
4,3212,1,4076870,Q144,DOE, 55 , 117.2 ,4.9,44,128.7,5.4,56, 115.2 , 4.8 ,42,131.8,5.7,Individual building,
4,1252,1,4442764,Q145,DOE, 65 , 92.8 ,4,55,101.7,4.7,73, 84.7 , 3.3 ,52,105.6,4.6,Individual building,
4,14168,16,4295163,"Q146 within (Q146, Q987)",DOE, 70 , 135.4 ,5.2,90,99.8,3.6,95, 85.6 , 3.2 ,97,80.6,2.9,Part of a campus,"(Q146, Q987)"
4,11300,1,4243743,Q147,DOE, 95 , 83.9 ,2.6,69,129.7,4.8,86, 103.3 , 3.7 ,74,122.5,4.8,Individual building,
4,1419,1,4034841,Q148,DOE, 81 , 98.2 ,3.8,79,100.5,4,87, 88.8 , 3.4 ,76,105,4,Individual building,
4,1441,15,4035441,Q149,DOE, 81 , 115.3 ,4.1,80,115.2,4.2,86, 105.5 , 3.8 ,85,107.7,3.8,Individual building,
4,185,1,4002387,Q150,DOE, 36 , 182.4 ,7,45,166.8,6.4,64, 139.8 , 5.0 ,56,152.1,5.7,Individual building,
4,752,1,4014094,"Q151 within (Q151, Q925)",DOE, 44 , 135.8 ,6.1,61,116.3,4.8,69, 107.2 , 4.5 ,50,129.5,6,Part of a campus,"(Q151, Q925)"
4,1184,14,4027102,Q152,DOE, 60 , 127.6 ,5.6,48,142.7,6.9,69, 116.2 , 5.2 ,50,139.9,6.7,Individual building,
4,2732,18,4060987,Q153,DOE, 74 , 115.0 ,4,72,117,4.2,77, 110.7 , 4.0 ,80,107.1,3.8,Individual building,
4,6834,1,4148003,Q154,DOE, 71 , 105.4 ,3.9,70,106.4,4,73, 101.3 , 3.6 ,60,117.2,4.4,Individual building,
4,11673,1,4252357,"Q155 within (Q155, Q976)",DOE, 86 , 94.9 ,5,83,99.7,5.4,93, 82.0 , 4.2 ,85,97.5,5.3,Part of a campus,"(Q155, Q976)"
4,13170,12,4283015,"Q156 within (Q156, Q957)",DOE, 65 , 139.5 ,5.6,59,147.4,5.2,63, 140.5 , 5.3 ,65,138.5,5.2,Part of a campus,"(Q156, Q957)"
4,2126,14,4442846,Q157,DOE, 86 , 103.8 ,5.1,82,109.8,5.3,94, 86.5 , 3.9 ,89,98.8,3.8,Individual building,
4,7312,1,4438325,Q158,DOE, 58 , 68.7 ,3.4,65,64.1,3.1,97, 55.1 , 2.6 ,93,64.1,3.2,Individual building,
4,6038,13,4134525,Q159,DOE, 50 , 94.6 ,4,53,91.5,3.9,63, 82.9 , 3.3 ,53,92.1,3.8,Individual building,
4,11942,302,4258143,"Q160 within (Q160, Q958)",DOE, 71 , 112.4 ,5.5,68,115.8,5.6,78, 103.2 , 4.8 ,54,132.2,7,Part of a campus,"(Q160, Q958)"
4,7410,1,4159363,Q162,DOE, 24 , 71.6 ,3.4,29,67.5,3.1,43, 58.4 , 2.4 ,27,69.5,3.3,Individual building,
4,6726,70,4146042,"Q163 within (Q163, Q968)",DOE, 94 , 58.2 ,2.8,96,54.9,2.7,75, 81.9 , 3.1 ,64,93.8,3.6,Part of a campus,"(Q163, Q968)"
4,6606,2,4142980,Q164,DOE, 35 , 94.9 ,4.6,32,97.1,4.8,36, 92.4 , 5.0 ,29,100.7,5.6,Individual building,
4,6697,12,4144881,Q165,DOE, 71 , 121.8 ,5.8,66,127,6,71, 119.9 , 5.6 ,52,145.3,7.4,Individual building,
4,610,1,4008220,Q166,DOE, 11 , 157.5 ,5.7,11,158.4,5.7,26, 129.0 , 4.8 ,25,132.6,4.9,Individual building,
4,6826,1,4147847,Q168,DOE, 73 , 131.4 ,6.6,68,132.7,6.7,81, 114.9 , 5.3 ,82,112.3,5.3,Individual building,
4,5865,50,4131147,Q169,DOE, 13 , 114.5 ,5.6,35,114.9,5.7,56, 93.8 , 4.3 ,38,111.9,5.6,Individual building,
4,537,14,4006046,Q171,DOE, 82 , 53.4 ,2.6,76,58.3,2.9,82, 53.2 , 2.3 ,60,69,3.4,Individual building,
4,8731,4,4178464,Q172,DOE, 35 , 82.6 ,3.6,22,93.5,4.2,34, 82.3 , 3.5 ,34,83.6,4,Individual building,
4,6927,22,4149690,"Q173 within (Q173, Q723)",DOE, 42 , 97.0 ,4.6,26,111.2,6,66, 76.2 , 3.6 ,54,86.7,4.3,Part of a campus,"(Q173, Q723)"
4,3134,24,4073904,"Q174 within (Q174, Q935)",DOE, 54 , 77.0 ,3.6,81,89.1,4.5,91, 74.0 , 3.5 ,91,74.7,3.5,Part of a campus,"(Q174, Q935)"
4,2128,14,4051200,Q175,DOE, 9 , 115.8 ,5.9,8,118.6,6.4,36, 82.3 , 3.9 ,31,88.5,4.4,Individual building,
4,12820,1,4276382,"Q176 within (Q176, Q992)",DOE, 28 , 112.1 ,5,26,114.3,5,17, 125.2 , 5.6 ,16,128.9,6.1,Part of a campus,"(Q176, Q992)"
4,5674,2,4128231,"Q177 within (Q177, Q979)",DOE, 14 , 191.4 ,7.9,7,215.2,9.7,30, 187.5 , 7.9 ,30,187.2,8,Part of a campus,"(Q177, Q979)"
4,7277,1,4156558,Q178,DOE, 3 , 168.0 ,7.7,20,119.7,4.2,81, 103.4 , 3.8 ,77,109,4.2,Individual building,
4,7128,10,4153407,Q179,DOE, 94 , 46.6 ,2.1,89,52.4,2.5,93, 46.2 , 2.1 ,90,51.3,2.5,Individual building,
4,16159,12,4303722,Q180,DOE, 87 , 92.0 ,4.3,96,70,3.4,92, 81.3 , 3.5 ,66,116,5.3,Individual building,
4,13718,1,4291453,Q181,DOE, 78 , 99.5 ,4.2,28,130.3,6.4,73, 85.3 , 3.6 ,68,90.5,4.3,Individual building,
4,16112,1,4303354,Q183,DOE, 60 , 121.7 ,6,61,120.8,6.1,67, 113.2 , 5.6 ,62,118.7,5.4,Individual building,
4,5756,1,4129072,Q184,DOE, 61 , 102.3 ,4.7,92,89.4,4.4,97, 74.1 , 3.3 ,86,100.6,5.4,Individual building,
4,4802,1,4108664,Q185,DOE, 49 , 77.8 ,3.7,40,84.4,4.3,70, 63.0 , 2.9 ,50,77.6,3.6,Individual building,
4,8401,375,4173640,Q186,DOE, 24 , 122.0 ,6,27,118.4,5.9,28, 115.0 , 5.8 ,25,120.4,6.4,Individual building,
4,7774,165,4164350,Q188,DOE, 32 , 103.1 ,4,75,68.1,2.5,80, 88.6 , 3.4 ,73,97.5,4,Individual building,
4,5051,27,4114763,Q189,DOE, 84 , 105.3 ,4.8,76,112.3,5.2,84, 101.2 , 4.4 ,84,101.3,4.5,Individual building,
4,3172,2,4075214,Q190,DOE, 73 , 72.5 ,3.1,57,84.7,4.1,85, 60.4 , 2.3 ,78,68.6,3.1,Individual building,
4,8801,14,4180083,Q191,DOE, 95 , 80.9 ,5.3,91,91.9,6.1,98, 71.2 , 4.6 ,91,91.3,6.1,Individual building,
4,10944,301,4234318,Q192,DOE, 70 , 84.4 ,3.2,52,100.2,4.4,76, 78.3 , 3.1 ,61,92.9,4,Individual building,
4,4538,1,4103056,"Q193 within (Q193, Q967)",DOE, 71 , 76.8 ,3.9,74,74.7,3.7,61, 84.9 , 4.5 ,60,87.1,4.6,Part of a campus,"(Q193, Q967)"
4,4729,1,4107342,Q194,DOE, 65 , 81.4 ,3.7,79,69.7,3,84, 72.0 , 3.4 ,86,71.3,3.4,Individual building,
4,13655,1,4290116,Q195,DOE, 80 , 107.7 ,4.6,81,106.1,4.8,82, 103.5 , 4.1 ,79,108.8,4.8,Individual building,
4,2248,100,4052713,Q196,DOE, 74 , 131.1 ,6.1,47,170.2,6.6,45, 172.3 , 6.3 ,28,201.8,8.9,Individual building,
4,15597,1,4298856,Q197,DOE, 77 , 92.7 ,4.2,78,91.8,4.4,85, 81.8 , 4.0 ,78,91.1,4.7,Individual building,
4,15894,11,4301929,Q198,DOE, 61 , 100.2 ,5.4,79,106.8,5.3,75, 112.1 , 5.6 ,90,89.6,4.5,Individual building,
4,206,3,4002915,"Q199 within (Q199, Q938)",DOE, 54 , 112.4 ,5.6,54,112,5.7,63, 102.1 , 5.1 ,51,116.3,6,Part of a campus,"(Q199, Q938)"
4,6789,1,4146990,Q200,DOE, 39 , 127.6 ,6.8,47,118.5,6.2,47, 117.8 , 6.3 ,36,131.4,7.2,Individual building,
4,6792,100,4146992,Q201,DOE, 57 , 79.6 ,4.1,71,69.6,3.4,75, 65.8 , 3.3 ,77,65.2,3.2,Individual building,
4,11403,1,4245993,Q202,DOE, 87 , 80.6 ,3.8,87,81,4,99, 73.9 , 3.6 ,96,86.1,4.5,Individual building,
4,7482,317,4161005,Q203,DOE, 82 , 89.7 ,4.5,79,92.3,4.7,94, 67.8 , 2.9 ,84,86.6,4.3,Individual building,
4,343,1,4004156,Q204,DOE, 78 , 87.9 ,3.2,84,80.3,2.9,92, 68.8 , 2.4 ,89,74.3,2.9,Individual building,
4,7753,1,4164007,Q205,DOE, 23 , 82.0 ,4.7,29,76.8,4.3,46, 64.7 , 3.6 ,49,64.8,3.7,Individual building,
4,2083,123,4050414,"Q206 within (Q206, Q956)",DOE, 66 , 116.2 ,5.6,60,121.7,5.9,74, 105.4 , 4.9 ,57,125.5,6.2,Part of a campus,"(Q206, Q956)"
4,14009,60,4293311,Q207,DOE, 83 , 81.9 ,4.4,87,77.1,4.2,99, 46.6 , 2.4 ,93,67.2,3.5,Individual building,
4,7870,70,4529898,Q208,DOE, 1 , 304.5 ,9.2,3,258.8,7.8,7, 225.4 , 7.0 ,8,219.3,7.1,Individual building,
4,5734,1,4128717,Q209,DOE, 92 , 77.2 ,3.4,88,84.9,4,93, 75.0 , 3.3 ,84,91,4.8,Individual building,
4,9067,1,4188567,Q210,DOE, 61 , 91.8 ,4,59,93.1,4.1,68, 84.6 , 3.6 ,63,90.5,4,Individual building,
4,1443,19,4437128,Q212,DOE, 53 , 149.9 ,4.7,58,142,4.4,68, 128.1 , 3.8 ,52,151.1,4.7,Individual building,
4,7677,1,4163698,Q213,DOE, 35 , 82.8 ,4,72,86.4,4.3,78, 79.8 , 3.9 ,78,80.4,3.9,Individual building,
4,4413,20,4100846,Q214,DOE, 27 , 113.4 ,5.7,13,118.3,6.5,18, 108.7 , 5.8 ,11,122.9,6.8,Individual building,
4,15772,31,4301194,Q215,DOE, 73 , 90.9 ,4.9,66,97.2,5.4,81, 80.7 , 4.3 ,56,107.5,5.5,Individual building,
4,6903,1,4149078,Q216,DOE, 96 , 74.9 ,3.5,92,86.5,4.4,97, 73.2 , 3.5 ,95,78.8,3.9,Individual building,
4,9724,173,4208124,"Q217 within (Q217, Q994)",DOE, 86 , 102.4 ,4.8,80,111.5,5.4,98, 92.7 , 4.0 ,96,104.5,4.9,Part of a campus,"(Q217, Q994)"
4,6507,1,4448708,Q219,DOE, 38 , 121.1 ,5.4,40,118.7,5.3,41, 115.9 , 5.4 ,54,105.2,4.5,Individual building,
4,2143,1,4051290,Q220,DOE, 27 , 132.1 ,6,62,104.6,4.7,62, 103.8 , 4.3 ,79,87.7,3.7,Individual building,
4,8276,620,4171759,Q221,DOE, 81 , 70.5 ,3.3,69,82.3,4.3,82, 69.0 , 3.6 ,80,71.9,3.7,Individual building,
4,1460,34,4035854,Q222,DOE, 63 , 136.3 ,4.3,72,123.6,3.9,80, 111.5 , 3.5 ,75,119.3,3.9,Individual building,
4,12051,1,4440628,Q223,DOE, 9 , 141.3 ,6.1,6,150.9,6.8,13, 132.3 , 5.5 ,7,150.7,7.3,Individual building,
4,16181,1,4303853,Q225,DOE, 49 , 116.3 ,5.9,40,125.8,6.6,61, 103.8 , 5.4 ,51,115.1,5.6,Individual building,
4,11714,100,4253607,"Q226 within (Q226, Q923)",DOE, 51 , 139.0 ,5,78,104.5,3.9,83, 97.7 , 3.4 ,71,113.2,4.3,Part of a campus,"(Q226, Q923)"
4,1423,1,4034891,Q227,DOE, 66 , 84.2 ,3.5,37,108.3,5,69, 80.7 , 2.7 ,53,94.3,3.4,Individual building,
4,1423,57,4034892,Q228,DOE, 66 , 130.0 ,3.8,61,135.3,4.4,75, 115.6 , 3.5 ,70,123.5,4.2,Individual building,
4,2423,1,4440274,Q229,DOE, 43 , 135.2 ,5.2,39,139.9,5.8,54, 121.5 , 4.8 ,39,140.6,5.8,Individual building,
4,1260,1,4028931,Q230,DOE, 22 , 175.6 ,5.6,28,162.7,5.1,32, 157.1 , 5.0 ,17,185.7,6.1,Individual building,
4,13331,1,4285682,"Q231 within (Q231, Q251)",DOE, 71 , 82.5 ,3.2,69,84.4,3.3,76, 77.7 , 2.9 ,66,87.7,3.4,Part of a campus,"(Q231, Q251 )"
4,11445,1,4247454,"Q232 within (Q232, Q983)",DOE, 93 , 77.3 ,3.7,90,83.6,4.3,93, 75.8 , 3.9 ,87,88.4,4.9,Part of a campus,"(Q232, Q983)"
4,592,15,4007619,Q234,DOE, 45 , 145.2 ,4.6,55,131.3,4.1,61, 124.2 , 3.9 ,61,124.7,3.9,Individual building,
4,5147,1,4116436,Q237,DOE, 31 , 75.0 ,3.5,11,95.2,4.6,28, 75.6 , 3.3 ,20,84.7,3.8,Individual building,
4,9919,6,4212425,Q238,DOE, 24 , 79.3 ,3.2,20,82.1,3.4,40, 66.6 , 2.4 ,29,75.4,3,Individual building,
4,3561,1,4435561,Q239,DOE, 48 , 142.0 ,4.4,53,134.5,4.2,59, 126.1 , 3.8 ,47,141.6,4.4,Individual building,
4,4371,173,4462993,Q242,DOE, 56 , 166.7 ,5.1,59,161.5,5,66, 150.9 , 4.5 ,62,157.4,5.2,Individual building,
4,5137,43,4541682,Q244,DOE, 3 , 319.4 ,9,2,337,9.2,3, 328.4 , 8.5 ,3,330.9,8.6,Individual building,
4,3428,15,4081817,Q245,DOE, 7 , 354.0 ,10.5,11,329.3,9.4,15, 306.1 , 8.5 ,12,321.3,9.1,Individual building,
4,3027,37,4070445,Q247,DOE, 1 , 412.0 ,12.7,8,316.9,9.1,10, 300.6 , 8.5 ,11,296.9,8.5,Individual building,
4,13331,1,4285682,"Q251 within (Q231, Q251)",DOE, 71 , 82.5 ,3.2,69,84.4,3.3,76, 77.7 , 2.9 ,66,87.7,3.4,Part of a campus,"(Q231, Q251 )"
4,15541,1,4297972,Q253,DOE, 36 , 177.8 ,5.3,24,198.4,6.3,43, 164.7 , 4.7 ,30,186.9,5.6,Individual building,
4,9177,23,4191296,Q254,DOE, 20 , 181.9 ,6,33,158.6,5.2,33, 157.3 , 5.2 ,42,146,4.7,Individual building,
4,1608,58,4040271,Q260,DOE, 6 , 254.3 ,7.4,1,306.7,8.6,5, 256.0 , 7.2 ,7,242.7,7,Individual building,
4,8975,1,4518705,Q262,DOE, 52 , 277.5 ,7.8,39,310.4,9.6,27, 348.3 , 11.3 ,36,320.6,9.7,Individual building,
4,10813,5,4231378,Q263,DOE, 3 , 300.4 ,8.2,2,301.5,8.5,3, 298.7 , 8.3 ,2,301.6,8.7,Individual building,
4,7870,74,4529900,Q266,DOE, 26 , 123.3 ,3.6,46,101.9,2.8,52, 95.6 , 2.8 ,50,98.5,3,Individual building,
4,10215,1,4217573,Q268,DOE, 18 , 188.0 ,5.7,19,186.1,5.6,24, 174.9 , 5.4 ,18,187.8,5.8,Individual building,
4,12973,1,4529511,Q270,DOE, 44 , 165.4 ,5.1,38,174.1,5.5,28, 168.4 , 5.1 ,24,176,5.7,Individual building,
4,9288,101,4864381,Q273,DOE, No data ,,,15,221.6,6.5,28, 190.1 , 5.6 ,33,181.9,5.2,Individual building,
4,10144,47,4864928,Q276,DOE, No data ,,,N/A,,4.7,49, 193.2 , 6.0 ,56,182.3,5.9,Individual building,
4,9763,23,4865310,Q277,DOE, No data ,,, No data ,,, No data ,,,39,166.8,5.3,Individual building,
4,1454,18,4035799,Q280,DOE, No data ,,,97,69.6,4.2,78, 109.7 , 5.2 ,80,106.8,4.8,Individual building,
4,1714,18,4042496,"Q292 within (Q292, Q997)",DOE, 39 , 163.0 ,4.9,58,156.1,4.9,70, 138.7 , 4.1 ,72,136.7,4.3,Part of a campus,"(Q292, Q997)"
4,1571,36,4039316,Q322,DOE, 61 , 130.8 ,4.5,56,129.1,4.6,71, 113.3 , 3.9 ,57,129.5,4.7,Individual building,
4,12261,1,4265978,Q400,DOE, 90 , 94.8 ,5.2,89,97,5.3,90, 94.3 , 5.1 ,76,119.7,7,Individual building,
4,6044,1,4134578,"Q405 within (Q405, Q761)",DOE, 100 , 71.2 ,3.2,100,79.8,3.8,100, 67.6 , 3.1 ,100,74.7,3.6,Part of a campus,"(Q405, Q761)"
4,16167,99,4303773,"Q410 within (Q410, Q411)",DOE, 68 , 122.6 ,4.6,88,94,3.4,99, 63.5 , 2.1 ,91,87.8,4.3,Part of a campus,"(Q410, Q411)"
4,16167,99,4303773,"Q411 within (Q410, Q411)",DOE, 68 , 122.6 ,4.6,88,94,3.4,99, 63.5 , 2.1 ,91,87.8,4.3,Part of a campus,"(Q410, Q411)"
4,7529,1,4161735,"Q415 within (Q415, Q416, Q943)",DOE, 86 , 107.2 ,5.2,87,102.7,4.9,91, 94.1 , 4.4 ,86,106.1,5.2,Part of a campus,"(Q415, Q416, Q943)"
4,7529,1,4161735,"Q416 within (Q415, Q416, Q943)",DOE, 86 , 107.2 ,5.2,87,102.7,4.9,91, 94.1 , 4.4 ,86,106.1,5.2,Part of a campus,"(Q415, Q416, Q943)"
4,13057,56,4280845,"Q420 within (Q420, Q421)",DOE, 81 , 104.9 ,5.3,88,93,4.4,88, 92.1 , 4.5 ,85,97.9,4.8,Part of a campus,"(Q420, Q421)"
4,13057,56,4280845,"Q421 within (Q420, Q421)",DOE, 81 , 104.9 ,5.3,88,93,4.4,88, 92.1 , 4.5 ,85,97.9,4.8,Part of a campus,"(Q420, Q421)"
4,6507,1,4439900,"Q425 within (Q425, Q426, Q951)",DOE, 87 , 112.3 ,4.8,84,114.2,5,89, 105.0 , 4.1 ,68,139.1,5.9,Part of a campus,"(Q425, Q426, Q951)"
4,6507,1,4439900,"Q426 within (Q425, Q426, Q951)",DOE, 87 , 112.3 ,4.8,84,114.2,5,89, 105.0 , 4.1 ,68,139.1,5.9,Part of a campus,"(Q425, Q426, Q951)"
4,6882,1,4148763,"Q430 within (Q430, Q966)",DOE, 82 , 98.0 ,4.2,77,99.8,4.3,85, 90.1 , 3.7 ,78,99.2,4.5,Part of a campus,"(Q430, Q966 )"
4,7930,2,4166101,Q435,DOE, 95 , 71.0 ,3.5,93,73.6,3.8,97, 61.3 , 3.0 ,97,64.4,3.4,Individual building,
4,2189,2,4052143,"Q440 within (Q440, Q441)",DOE, 78 , 126.3 ,6.7,76,127.1,6.9,89, 104.1 , 5.3 ,79,122.5,6.7,Part of a campus,"(Q440, Q441)"
4,2189,2,4052143,"Q441 within (Q440, Q441)",DOE, 78 , 126.3 ,6.7,76,127.1,6.9,89, 104.1 , 5.3 ,79,122.5,6.7,Part of a campus,"(Q440, Q441)"
4,738,2,4013655,"Q445 within (Q445, Q446, Q949)",DOE, 74 , 99.3 ,5.2,42,102.3,5.4,59, 87.4 , 4.2 ,37,107.2,5.6,Part of a campus,"(Q445, Q446, Q949)"
4,738,2,4013655,"Q446 within (Q445, Q446, Q949)",DOE, 74 , 99.3 ,5.2,42,102.3,5.4,59, 87.4 , 4.2 ,37,107.2,5.6,Part of a campus,"(Q445, Q446, Q949)"
4,404,1,4004874,Q450,DOE, 83 , 129.7 ,6.2,78,135.3,6.8,90, 111.7 , 4.6 ,79,133.4,6.5,Individual building,
4,417,16,4005026,Q451,DOE, 96 , 115.7 ,4.2,94,118,4.1,98, 99.8 , 3.4 ,93,124.3,4.4,Individual building,
4,529,2,4467709,"Q452 within (Q452, Q453)",DOE, 24 , 223.8 ,6.7,25,210.8,6.3,24, 215.4 , 6.3 ,20,224,6.9,Part of a campus,"(Q452, Q453)"
4,529,2,4467709,"Q453 within (Q452, Q453)",DOE, 24 , 223.8 ,6.7,25,210.8,6.3,24, 215.4 , 6.3 ,20,224,6.9,Part of a campus,"(Q452, Q453)"
4,1849,1,4045629,Q455,DOE, 90 , 94.2 ,3.7,86,99.8,4.1,94, 82.8 , 3.3 ,90,93.8,3.9,Individual building,
4,1963,5,4048306,Q456,DOE, 68 , 158.4 ,4.9,71,147.9,4.3,83, 127.5 , 3.5 ,86,120.7,3.5,Individual building,
4,5002,1,4113172,Q460,DOE, 78 , 114.4 ,5.4,61,137.8,7.1,90, 94.6 , 4.4 ,78,114.8,5.9,Individual building,
4,15736,1,4300730,"Q465 within (Q465, Q466)",DOE, 71 , 118.6 ,4.7,85,102,4.2,95, 85.0 , 3.3 ,90,95.4,3.9,Part of a campus,"(Q465, Q466)"
4,15736,1,4300730,"Q466 within (Q465, Q466)",DOE, 71 , 118.6 ,4.7,85,102,4.2,95, 85.0 , 3.3 ,90,95.4,3.9,Part of a campus,"(Q465, Q466)"
4,9858,100,4448806,Q470,DOE, 78 , 113.0 ,6.3,74,118.1,6.6,86, 99.6 , 5.0 ,82,105.8,5.4,Individual building,
