OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,PrimaryPropertyType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),SteamUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ComplianceStatus,ComplianceIssue
23562,2018,THE TRAVELERS HOTEL,NonResidential,8670450000,80 YESLER WAY,SEATTLE,WA,98104,47.60195,-122.33516,DOWNTOWN,7,1913,3,0,43878,43878,0,Mixed Use Property,,21.20,21.20,696635,696635,58.60,58.60,Multifamily Housing,12000,Office,8262,Retail Store,6312,200117,682799,138,13836,0,2.6,0.1,Compliant,No Issue
23566,2018,ON THE BOARDS,NonResidential,3879900640,100 W ROY ST,SEATTLE,WA,98119,47.62591,-122.35843,MAGNOLIA / QUEEN ANNE,7,1912,3,0,34976,34976,0,Performing Arts,,24.20,23.40,846798,819605,56.30,55.20,Performing Arts,34976,NA,,NA,,179332,611880,2077,207725,0,12.7,0.4,Compliant,No Issue
23567,2018,HAMRICK APTS,Multifamily LR (1-4),3879900650,702 2ND AVE W,SEATTLE,WA,98119,47.62584,-122.35896,MAGNOLIA / QUEEN ANNE,7,1947,3,0,22604,22604,0,Multifamily Housing,56,63.70,60.50,1440980,1367930,82.00,78.60,Multifamily Housing,22604,NA,,NA,,56934,194261,11737,1173669,0,62.9,2.8,Compliant,No Issue
23570,2018,DELAMAR APTS,Multifamily LR (1-4),3879900670,115 W OLYMPIC PL,SEATTLE,WA,98119,47.62662,-122.35876,MAGNOLIA / QUEEN ANNE,7,1909,4,0,46296,46296,0,Multifamily Housing,36,66.10,62.70,3058475,2904626,82.30,78.80,Multifamily Housing,46296,NA,,NA,,100053,341380,25632,2563245,0,137,3,Compliant,No Issue
23571,2018,GLEN EDEN APTS,Multifamily LR (1-4),3879900685,921 1ST AVE W,SEATTLE,WA,98119,47.62752,-122.35831,MAGNOLIA / QUEEN ANNE,7,1929,3,0,36282,31400,4882,Multifamily Housing,96,32.50,31.40,1018945,986142,68.50,66.00,Multifamily Housing,31400,Parking,4882,NA,,173459,591841,3943,394301,0,22.5,0.7,Compliant,No Issue
23574,2018,OLYMPIC WEST APTS,Multifamily MR (5-9),3879900720,110 W OLYMPIC PL,SEATTLE,WA,98119,47.62692,-122.35893,MAGNOLIA / QUEEN ANNE,7,1970,9,0,54820,44547,10273,Multifamily Housing,55,57.00,55.20,2538637,2458293,137.20,132.50,Multifamily Housing,44547,Parking,10273,NA,,556077,1897334,5610,560959,0,34.9,0.8,Compliant,No Issue
23575,2018,HADLEY HOUSE COOP APTS,Multifamily MR (5-9),3879900925,919 2ND AVE W,SEATTLE,WA,98119,47.62747,-122.35961,MAGNOLIA / QUEEN ANNE,7,1960,6,0,44016,37296,6720,Multifamily Housing,100,21.90,21.10,815086,787828,61.20,59.10,Multifamily Housing,37296,Parking,6720,NA,,230899,787828,0,0,0,2.1,0.1,Account Requires Verification,Low Outlier - ENERGY STAR Score
23576,2018,OLYMPUS MANOR COOP APT,Multifamily LR (1-4),3879900965,220 W OLYMPIC PL,SEATTLE,WA,98119,47.627,-122.36028,MAGNOLIA / QUEEN ANNE,7,1930,3,0,31552,28564,2988,Multifamily Housing,69,58.40,55.00,1843650,1735847,76.40,72.80,Multifamily Housing,31552,NA,,NA,,79571,271498,14643,1464349,0,78.5,2.7,Compliant,No Issue
23577,2018,OLYMPIC ARMS & GRAYSON,Multifamily LR (1-4),3879901010,209 W OLYMPIC PL,SEATTLE,WA,98119,47.62643,-122.35956,MAGNOLIA / QUEEN ANNE,7,1925,3,0,29533,29533,0,Multifamily Housing,96,46.40,44.90,1371235,1325302,65.60,63.90,Multifamily Housing,29533,NA,,NA,,83198,283872,10414,1041430,0,56.1,1.9,Compliant,No Issue
23578,2018,VIKING APT,Multifamily LR (1-4),3879901040,715 2ND AVE W,SEATTLE,WA,98119,47.6261,-122.35953,MAGNOLIA / QUEEN ANNE,7,1930,3,0,20688,20688,0,Multifamily Housing,22,80.70,78.40,1669160,1622891,104.10,101.80,Multifamily Housing,20688,NA,,NA,,67309,229658,13932,1393233,0,74.6,3.6,Compliant,No Issue
23579,2018,HALLMARK APTS,Multifamily LR (1-4),3879901050,705 2ND AVE,SEATTLE,WA,98104,47.60304,-122.33362,DOWNTOWN,7,1946,3,0,22972,22972,0,Multifamily Housing,58,63.60,59.90,1460168,1376527,80.60,76.80,Multifamily Housing,22972,NA,,NA,,53482,182482,11940,1194045,0,63.9,2.8,Compliant,No Issue
23589,2018,LOW INCOME ELDERLY APT,Multifamily LR (1-4),3879901430,320 W ROY ST,SEATTLE,WA,98119,47.62611,-122.36129,MAGNOLIA / QUEEN ANNE,7,1985,4,0,49034,45494,3540,Multifamily Housing,95,25.90,25.30,1267945,1240942,72.40,70.90,Multifamily Housing,49034,Parking,3540,NA,,363699,1240942,0,0,0,3.3,0.1,Compliant,No Issue
23590,2018,500 WEST OLYMPIC PLACE CO-OP,Multifamily LR (1-4),3879901620,500 W OLYMPIC PL,SEATTLE,WA,98119,47.627,-122.36372,MAGNOLIA / QUEEN ANNE,7,1962,4,0,33164,27008,6156,Multifamily Housing,94,22.90,22.70,619264,613923,64.20,63.60,Multifamily Housing,27008,Parking,6156,NA,,179930,613923,0,0,0,1.6,0.1,Compliant,No Issue
23593,2018,CHELSEA COURT APTS,Multifamily LR (1-4),3879901915,620 W OLYMPIC PL,SEATTLE,WA,98119,47.62782,-122.36583,MAGNOLIA / QUEEN ANNE,7,1907,4,0,38407,38407,0,Multifamily Housing,69,32.30,31.10,1240249,1195353,90.40,87.10,Multifamily Housing,38407,NA,,NA,,350338,1195353,0,0,0,3.2,0.1,Compliant,No Issue
23594,2018,SKYLINE HOUSE APTS,Multifamily MR (5-9),3879901925,600 W OLYMPIC PL,SEATTLE,WA,98119,47.62767,-122.36518,MAGNOLIA / QUEEN ANNE,7,1955,6,0,88422,75086,13336,Multifamily Housing,77,70.20,67.70,5269513,5085050,98.80,96.20,Multifamily Housing,75086,NA,,NA,,315370,1076042,40090,4009008,0,215.8,2.9,Compliant,No Issue
23595,2018,KINNEAR APTS,Multifamily LR (1-4),3879901970,905 OLYMPIC WAY W,SEATTLE,WA,98119,47.62862,-122.36827,MAGNOLIA / QUEEN ANNE,7,1907,4,0,34498,34498,0,Multifamily Housing,100,28.80,27.70,992071,954897,39.30,38.10,Multifamily Housing,34498,NA,,NA,,52328,178543,7764,776354,0,41.7,1.2,Account Requires Verification,Low Outlier - ENERGY STAR Score
23605,2018,HILLCOURT APTS,Multifamily LR (1-4),7663700821,3022 NE 140TH ST,SEATTLE,WA,98125,47.73052,-122.29555,NORTH,5,1985,4,0,56074,56074,0,Multifamily Housing,88,26.00,25.50,1456378,1429137,72.70,71.40,Multifamily Housing,56074,Parking,0,NA,,418856,1429137,0,0,0,3.8,0.1,Compliant,No Issue
23609,2018,DEL MAR APTS,Multifamily LR (1-4),7663700860,14033 32ND AVE NE,SEATTLE,WA,98125,47.73108,-122.29422,NORTH,5,1981,4,0,43132,43132,0,Multifamily Housing,58,29.50,28.70,1272825,1236153,82.60,80.20,Multifamily Housing,43132,NA,,NA,,362296,1236153,0,0,0,3.3,0.1,Compliant,No Issue
23610,2018,PARKWAY 1 APARTMENTS,Multifamily MR (5-9),7663700871,14019 32ND AVE NE,SEATTLE,WA,98125,47.73072,-122.29476,NORTH,5,1968,5,1,25671,25671,0,Multifamily Housing,97,25.70,25.10,659975,643850,72.00,70.20,Multifamily Housing,25671,NA,,NA,,188702,643850,0,0,0,1.7,0.1,Compliant,No Issue
23611,2018,PARKWAY 2 APARTMENTS,Multifamily LR (1-4),7663700870,14023 32ND AVE NE,SEATTLE,WA,98125,47.73082,-122.29418,NORTH,5,1993,4,0,31379,25550,5829,Multifamily Housing,77,28.70,28.00,900984,877446,80.40,78.30,Multifamily Housing,31379,Parking,5829,NA,,257165,877446,0,0,0,2.3,0.1,Compliant,No Issue
23612,2018,HIDDEN STREAMS APARTMENT,Multifamily LR (1-4),7663700880,3032 NE 140TH ST,SEATTLE,WA,98125,47.73014,-122.29514,NORTH,5,1969,4,0,24052,24052,0,Multifamily Housing,83,25.90,25.00,623228,601295,72.60,70.00,Multifamily Housing,24052,Parking,1280,NA,,176229,601295,0,0,0,1.6,0.1,Compliant,No Issue
23615,2018,PROMENADE @ THE PARK APTS,Multifamily MR (5-9),7663700891,3215 NE 143RD ST,SEATTLE,WA,98125,47.73182,-122.29322,NORTH,5,2003,6,0,119355,72985,46370,Multifamily Housing,81,27.90,27.70,2033946,2022846,78.00,77.60,Multifamily Housing,72985,NA,,NA,,592862,2022846,0,0,0,5.4,0.1,Compliant,No Issue
23618,2018,SALMON BAY WATERWAY,NonResidential,7666200070,1120 W EWING ST,SEATTLE,WA,98119,47.65674,-122.37223,MAGNOLIA / QUEEN ANNE,1,1957,1,0,38255,38255,0,Non-Refrigerated Warehouse,76,22.20,21.10,1117282,1057240,41.00,39.60,Non-Refrigerated Warehouse,50223,NA,,NA,,147076,501822,5554,555418,0,30.8,0.8,Compliant,No Issue
23622,2018,PORT OF SEATTLE- FISHERMAN'S TERMINAL  (CAMPUS),Campus,7666200105,2000 W EMERSON PL,SEATTLE,WA,98119,47.65561,-122.38063,MAGNOLIA / QUEEN ANNE,1,1955,1,25,302857,302857,0,Mixed Use Property,,113.20,110.40,31201916,30432520,303.90,296.80,Self-Storage Facility,109093,Enclosed Mall,63368,Office,49960,8350428,28491660,19409,1940858,0,179.1,0.6,Compliant,No Issue
23632,2018,SEVENTY-O-ONE CONDOMINIUM,Multifamily LR (1-4),7698500000,7001 SAND POINT WAY NE,SEATTLE,WA,98115,47.67965,-122.26401,NORTHEAST,4,1970,4,0,144779,144779,0,Multifamily Housing,63,29.20,29.20,4222562,4222562,81.70,81.70,Multifamily Housing,144779,NA,,NA,,1237562,4222562,0,0,0,11.3,0.1,Compliant,No Issue
23633,2018,7300 WOODLAWN AVENUE CONDOMINIUM,Multifamily LR (1-4),7698510000,7300 WOODLAWN AVE NE,SEATTLE,WA,98115,47.6815,-122.32507,NORTHWEST,6,1967,3,0,20210,20210,0,Multifamily Housing,88,28.30,27.80,566300,555532,66.20,64.90,Multifamily Housing,20000,Parking,700,NA,,119583,408018,1475,147515,0,8.9,0.4,Compliant,No Issue
23637,2018,J&E APTS,Multifamily LR (1-4),7701400030,7910 RAINIER AVE S,SEATTLE,WA,98118,47.53104,-122.26968,SOUTHEAST,2,1956,2,2,21708,21708,0,Multifamily Housing,63,65.40,62.50,1418997,1357379,98.00,95.10,Multifamily Housing,21708,NA,,NA,,106888,364701,9927,992678,0,53.7,2.5,Compliant,No Issue
23639,2018,SEWARD PARK TOWNHOMES,Multifamily LR (1-4),7701420000,7322 RAINIER AVE S,SEATTLE,WA,98118,47.53647,-122.2688,SOUTHEAST,2,2006,2,0,55842,55842,0,Multifamily Housing,45,31.90,31.90,1366008,1366008,89.40,89.40,Multifamily Housing,42762,Parking,13080,NA,,400354,1366008,0,0,0,3.6,0.1,Compliant,No Issue
23641,2018,SHANNON CONDOMINIUM,Multifamily HR (10+),7714600000,601 BELMONT AVE E,SEATTLE,WA,98102,47.62464,-122.32444,EAST,3,1970,12,0,97160,81857,15303,Multifamily Housing,19,42.00,40.10,4534720,4328908,117.60,112.20,Multifamily Housing,108000,Parking,12000,NA,,1268730,4328907,0,0,0,11.6,0.1,Compliant,No Issue
23643,2018,SHEFFIELD CONDOMINIUM,Multifamily LR (1-4),7732050000,200 17TH AVE E,SEATTLE,WA,98112,47.61991,-122.3098,SHARED: CENTRAL &amp; EAST,1,1929,4,0,23875,23875,0,Multifamily Housing,51,61.40,58.80,1466573,1403316,84.20,81.40,Multifamily Housing,23875,NA,,NA,,78712,268566,11348,1134750,0,61,2.6,Compliant,No Issue
23652,2018,SHILSHOLE VIEW CONDOMINIUM,Multifamily LR (1-4),7755380000,6044 SEAVIEW AVE NW,SEATTLE,WA,98107,47.67334,-122.40606,BALLARD,6,1999,4,0,28467,28467,0,Multifamily Housing,,17.10,16.80,425189,418032,47.90,47.10,Multifamily Housing,21804,Office,3032,NA,,122518,418032,0,0,0,1.1,0,Account Requires Verification,Low Outlier - EUI
23653,2018,SHIP CANAL OFFICE CENTER,NonResidential,7759900000,146 N CANAL ST,SEATTLE,WA,98103,47.65103,-122.35541,LAKE UNION,6,1989,3,0,48924,48924,0,Office,59,75.10,72.70,2353633,2278281,138.70,137.10,Office,31325,Parking,13143,NA,,318664,1087282,11910,1190999,0,66.2,1.4,Compliant,No Issue
23657,2018,THE SIENA CONDOMINIUM,Multifamily MR (5-9),7787750000,326 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62177,-122.35636,MAGNOLIA / QUEEN ANNE,7,2001,6,0,22551,22551,0,Multifamily Housing,72,40.20,39.60,906001,892069,103.10,101.80,Multifamily Housing,22551,Parking,4200,NA,,227614,776619,1154,115450,0,8.2,0.4,Compliant,No Issue
23658,2018,SIENA DEL LAGO CONDOMINIUM,Multifamily LR (1-4),7787800000,2059 MINOR AVE E,SEATTLE,WA,98102,47.63794,-122.32867,LAKE UNION,4,1989,2,0,21643,21643,0,Multifamily Housing,,46.20,44.40,999284,961123,68.90,67.10,Multifamily Housing,21643,NA,,NA,,74170,253067,7081,708056,0,38.3,1.8,Compliant,No Issue
23660,2018,SIGNATURE PLACE CONDOMINIUM,Multifamily LR (1-4),7792100000,801 2ND AVE N,SEATTLE,WA,98109,47.62657,-122.35334,MAGNOLIA / QUEEN ANNE,7,1994,4,0,26964,22660,4304,Multifamily Housing,97,24.40,24.00,552268,544494,54.90,54.60,Multifamily Housing,22664,NA,,NA,,111437,380224,1643,164270,0,9.7,0.4,Compliant,No Issue
23661,2018,SITE 17,Multifamily MR (5-9),7802000000,2440 WESTERN AVE,SEATTLE,WA,98121,47.61386,-122.3489,DOWNTOWN,7,1998,8,0,139301,139301,0,Multifamily Housing,,34.50,33.90,3364086,3310674,93.90,92.60,Multifamily Housing,94506,Supermarket/Grocery Store,1448,Restaurant,1066,930356,3174373,1363,136300,0,15.7,0.1,Compliant,No Issue
23671,2018,AREIS BUILDING,NonResidential,2902200925,2358 EASTLAKE AVE E,SEATTLE,WA,98102,47.64168,-122.32562,LAKE UNION,4,1959,4,0,50333,32297,18036,Office,78,33.00,32.10,1660152,1615575,92.40,89.90,Office,50333,NA,,NA,,473498,1615575,0,0,0,4.3,0.1,Compliant,No Issue
23672,2018,2324 EASTLAKE,NonResidential,2902200965,2324 EASTLAKE AVE E,SEATTLE,WA,98102,47.6404,-122.32553,LAKE UNION,4,1986,4,0,57432,35526,21906,Office,,62.20,61.10,2125171,2086032,174.20,171.00,Office,34160,Parking,19650,NA,,611381,2086032,0,0,0,5.6,0.2,Compliant,No Issue
23673,2018,2300 EASTLAKE,NonResidential,2902200980,2300 EASTLAKE AVE E,SEATTLE,WA,98102,47.63995,-122.32557,LAKE UNION,4,1969,3,0,25912,17956,7956,Office,,43.10,43.40,746985,753055,120.70,121.70,Office,17332,Parking,9162,NA,,220708,753055,0,0,0,2,0.1,Compliant,No Issue
23674,2018,2345 EASTLAKE,NonResidential,2902201025,2345 EASTLAKE AVE E,SEATTLE,WA,98102,47.64113,-122.32625,LAKE UNION,4,2000,3,0,57132,35224,21908,Office,69,55.10,55.10,1857007,1857007,154.30,154.30,Office,33705,Parking,21908,NA,,544258,1857007,0,0,0,5,0.1,Compliant,No Issue
23677,2018,STEWART MANOR,Multifamily MR (5-9),3277800690,6339 34TH AVE SW,SEATTLE,WA,98126,47.54539,-122.37544,DELRIDGE NEIGHBORHOODS,1,1968,6,0,49510,49510,0,Multifamily Housing,36,55.10,53.30,2729253,2638104,137.10,132.30,Multifamily Housing,49510,NA,,NA,,632678,2158697,4794,479407,0,31.2,0.6,Compliant,No Issue
23679,2018,ALDER CREST APTS.,Multifamily LR (1-4),3277801539,6520 35TH AVE SW,SEATTLE,WA,98126,47.54371,-122.37605,DELRIDGE NEIGHBORHOODS,1,1977,3,0,23664,23664,0,Multifamily Housing,24,51.50,50.10,1139455,1109224,144.20,140.40,Multifamily Housing,22124,Parking,0,NA,,325095,1109224,0,0,0,3,0.1,Compliant,No Issue
23680,2018,"SGT JOSE CANGAS, SR. APARTMENTS",Multifamily LR (1-4),3278601900,6025 LANHAM PL SW,SEATTLE,WA,98126,47.54733,-122.37377,DELRIDGE NEIGHBORHOODS,1,2006,3,0,42169,41369,800,Multifamily Housing,69,30.70,30.10,1125526,1102070,86.00,84.20,Multifamily Housing,36628,NA,,NA,,322998,1102070,0,0,0,2.9,0.1,Compliant,No Issue
23681,2018,PROVIDENCE ELIZABETH HOUSE,Multifamily LR (1-4),3278603180,3201 SW GRAHAM ST,SEATTLE,WA,98126,47.54634,-122.37349,DELRIDGE NEIGHBORHOODS,1,2006,4,0,56334,56334,0,Multifamily Housing,82,33.90,33.30,1930304,1893274,74.80,73.40,Multifamily Housing,56934,NA,,NA,,367299,1253224,6400,640050,0,37.3,0.7,Compliant,No Issue
23682,2018,BRIDGE PARK HOLIDAY RETIREMENT,Multifamily LR (1-4),3278603190,3204 SW MORGAN ST,SEATTLE,WA,98126,47.54542,-122.3734,DELRIDGE NEIGHBORHOODS,1,2008,3,0,144682,144682,0,Senior Care Community,98,30.80,30.30,4455548,4390704,75.70,74.40,Senior Care Community,120513,Restaurant,24169,NA,,1030576,3516325,8744,874380,0,55.8,0.4,Compliant,No Issue
23689,2018,SALVATION ARMY,NonResidential,3298700490,9050 16TH AVE SW,SEATTLE,WA,98106,47.52172,-122.35487,DELRIDGE NEIGHBORHOODS,1,1957,2,0,24224,24224,0,Worship Facility,20,43.90,42.70,1063805,1033311,87.30,86.00,Worship Facility,24224,Parking,0,NA,,167289,570790,4625,462521,0,26.1,1.1,Compliant,No Issue
23691,2018,WESTWOOD CHRISTIAN COMMUNITY,NonResidential,3298700615,9252 16TH AVE SW,SEATTLE,WA,98106,47.51989,-122.35489,DELRIDGE NEIGHBORHOODS,1,1963,1,0,23706,23706,0,Worship Facility,73,18.50,17.50,439055,415034,30.50,29.40,Worship Facility,23706,NA,,NA,,43890,149752,2653,265282,0,14.5,0.6,Compliant,No Issue
23695,2018,HIGHLAND QUEEN ANNE,Multifamily MR (5-9),3299400000,900 WARREN AVE N,SEATTLE,WA,98109,47.62742,-122.35361,MAGNOLIA / QUEEN ANNE,7,1963,5,0,27288,27288,0,Multifamily Housing,81,47.60,45.30,1299913,1237497,70.90,68.50,Multifamily Housing,27288,NA,,NA,,95374,325415,9121,912082,0,49.3,1.8,Compliant,No Issue
23701,2018,RUNG WAREHOUSE,NonResidential,3467800005,1136 S ALBRO PL,SEATTLE,WA,98108,47.5465,-122.31704,GREATER DUWAMISH,1,1963,1,0,31900,31900,0,NA,,,,,,,,NA,,NA,,NA,,0,0,0,0,0,0,0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle
23708,2018,ANNE VISTA APTS,Multifamily LR (1-4),3505100761,2416 54TH PL SW,SEATTLE,WA,98116,47.58229,-122.40147,SOUTHWEST,1,1957,3,0,20184,20184,0,Multifamily Housing,100,8.30,8.10,168468,163791,23.40,22.70,Multifamily Housing,20184,NA,,NA,,48004,163791,0,0,0,0.4,0,Compliant,No Issue
23711,2018,OLD FAUNTLEROY SCHOOLHOUSE,NonResidential,3524039040,9131 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.5219,-122.38787,SOUTHWEST,1,1917,1,0,49066,49066,0,Social/Meeting Hall,,87.80,81.80,4301458,4010315,109.60,103.40,Social/Meeting Hall,49000,NA,,NA,,143204,488612,35217,3521703,0,188.3,3.8,Compliant,No Issue
23712,2018,Fauntleroy Church United Church of Christ,NonResidential,3524039078,9140 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.52097,-122.38688,SOUTHWEST,1,1952,3,0,30740,30740,0,Worship Facility,,45.00,42.80,1795006,1709669,73.20,71.00,Worship Facility,28293,Other - Recreation,11630,NA,,173964,593565,11161,1116104,0,60.9,2,Compliant,No Issue
23713,2018,STARLITER,Multifamily LR (1-4),3524049011,8708 RAINIER AVE S,SEATTLE,WA,98118,47.52481,-122.26961,SOUTHEAST,2,1962,4,0,21540,21540,0,Multifamily Housing,76,38.30,37.20,825276,801311,107.30,104.20,Multifamily Housing,21540,NA,,NA,,234851,801311,0,0,0,2.1,0.1,Compliant,No Issue
23714,2018,LAKE WASHINGTON APARTMENTS,Multifamily LR (1-4),3524049015,9061 SEWARD PARK AVE S,SEATTLE,WA,98118,47.52175,-122.26466,SOUTHEAST,2,1947,2,0,332900,332900,0,Multifamily Housing,,41.00,39.70,13638040,13225309,114.70,111.20,Multifamily Housing,332900,Parking,0,NA,,3876116,13225308,0,0,0,35.3,0.1,Compliant,No Issue
23716,2018,SAARS MARKET (2012),NonResidential,3524049132,9000 RAINIER AVE S,SEATTLE,WA,98118,47.52262,-122.26922,SOUTHEAST,2,1959,1,2,67450,67450,0,Supermarket/Grocery Store,86,88.30,88.30,3777094,3777094,205.50,205.50,Supermarket/Grocery Store,42760,NA,,NA,,807785,2756162,10209,1020932,0,61.6,0.9,Compliant,No Issue
23722,2018,NORTH BEACH (SPS-DISTRICT),SPS-District K-12,3526039024,9018 24TH AVE NW,SEATTLE,WA,98117,47.69497,-122.38704,BALLARD,6,1958,1,0,39971,39971,0,K-12 School,58,47.50,45.10,2025225,1923190,77.40,74.90,K-12 School,42659,NA,,NA,,197023,672242,12509,1250947,0,68.2,1.7,Compliant,No Issue
23723,2018,DOMAINE,Multifamily MR (5-9),3528900665,2483 BIRCH AVE N,SEATTLE,WA,98109,47.64163,-122.34634,MAGNOLIA / QUEEN ANNE,7,2006,6,0,67796,56035,11761,Multifamily Housing,11,72.10,69.70,4038352,3908356,165.20,160.80,Multifamily Housing,56035,Parking,11761,NA,,821766,2803865,10133,1013343,0,61.3,1.1,Compliant,No Issue
23725,2018,THE HUDSON,Multifamily LR (1-4),3528900745,2450 AURORA AVE N,SEATTLE,WA,98109,47.64115,-122.34575,MAGNOLIA / QUEEN ANNE,7,1987,4,0,120693,112150,8543,Multifamily Housing,82,33.90,32.90,4097373,3972465,71.00,69.00,Multifamily Housing,120693,Parking,14857,NA,,695648,2373550,15989,1598915,0,91.3,0.8,Compliant,No Issue
23730,2018,SALMON BAY TERMINALS - RSVP BLDG,NonResidential,7666200120,4021 13TH AVE W,SEATTLE,WA,98119,47.65649,-122.37507,MAGNOLIA / QUEEN ANNE,7,1948,1,0,46970,46970,0,Non-Refrigerated Warehouse,,10.80,10.80,505777,505777,30.20,30.20,Non-Refrigerated Warehouse,46970,NA,,NA,,148235,505777,0,0,0,1.4,0,Not Compliant,Default Data
23735,2018,INTERBAY URBAN CENTER SHOPS,NonResidential,7666201627,1827 15TH AVE W,SEATTLE,WA,98119,47.63542,-122.37701,MAGNOLIA / QUEEN ANNE,1,2008,1,0,21301,21301,0,Strip Mall,,82.00,82.60,1660902,1672894,229.70,231.40,Strip Mall,20243,NA,,NA,,490297,1672894,0,0,0,4.5,0.2,Compliant,No Issue
23736,2018,BUILDERS HARDWARE STORE,NonResidential,7666201665,1516 15TH AVE W,SEATTLE,WA,98119,47.6331,-122.37582,MAGNOLIA / QUEEN ANNE,7,1931,1,0,47554,47554,0,Non-Refrigerated Warehouse,,35.70,35.00,1109902,1088207,86.00,85.30,Non-Refrigerated Warehouse,18133,Office,8679,Retail Store,2388,252788,862512,2257,225695,0,14.3,0.3,Compliant,No Issue
23742,2018,1419 ELLIOTT AVE,NonResidential,7666201760,1415 ELLIOTT AVE W,SEATTLE,WA,98119,47.63063,-122.37428,MAGNOLIA / QUEEN ANNE,7,1979,2,0,43016,37616,5400,Office,94,38.30,36.90,1647812,1586777,46.50,45.00,Office,43016,NA,,NA,,45121,153954,14328,1432823,0,76.5,2,Compliant,No Issue
23743,2018,HARLAN FAIRBANKS CO/DOGLOUNGE/URBAN VET,NonResidential,7666201770,1405 ELLIOTT AVE W,SEATTLE,WA,98119,47.63034,-122.37412,MAGNOLIA / QUEEN ANNE,7,1931,1,0,24196,24196,0,Mixed Use Property,,36.00,35.20,872151,850881,82.10,81.20,Other,8711,Non-Refrigerated Warehouse,6792,Office,5306,179456,612302,2386,238579,0,14.3,0.6,Compliant,No Issue
23744,2018,1430-1448 Elliott Ave W,NonResidential,7666201815,1436 ELLIOTT AVE W,SEATTLE,WA,98119,47.63128,-122.37387,MAGNOLIA / QUEEN ANNE,7,1940,2,0,20671,20671,0,Office,93,35.40,33.30,731091,687353,53.40,51.10,Office,20671,NA,,NA,,56186,191708,4956,495645,0,26.8,1.3,Compliant,No Issue
23752,2018,16TH AVENUE TOWNHOMES CONDOMINIUM,Multifamily LR (1-4),7804130000,1600 E YESLER WAY,SEATTLE,WA,98122,47.60194,-122.31115,CENTRAL,3,1985,2,0,24150,24150,0,Multifamily Housing,40,41.60,39.60,837225,797604,116.50,111.00,Multifamily Housing,20125,NA,,NA,,233764,797604,0,0,0,2.1,0.1,Compliant,No Issue
23757,2018,TILE FOR LESS,NonResidential,7666206090,2440 1ST AVE S,SEATTLE,WA,98134,47.58065,-122.33356,GREATER DUWAMISH,2,1927,1,0,21600,21600,0,Non-Refrigerated Warehouse,61,26.70,25.40,577237,549090,44.20,42.80,Non-Refrigerated Warehouse,21600,NA,,NA,,58238,198707,3504,350383,0,19.1,0.9,Compliant,No Issue
23758,2018,615 EAST PIKE ST CONDOMINIUM,Multifamily MR (5-9),7804330000,611 E PIKE ST,SEATTLE,WA,98122,47.61393,-122.32384,EAST,3,1999,5,0,30418,30418,0,Multifamily Housing,,22.30,22.30,479468,479468,62.50,62.50,Multifamily Housing,21474,NA,,NA,,140524,479469,0,0,0,1.3,0,Compliant,No Issue
23759,2018,660 WEST OLYMPIC PLACE CONDOMINIUM,Multifamily LR (1-4),7804360000,660 W OLYMPIC PL,SEATTLE,WA,98119,47.62812,-122.3665,MAGNOLIA / QUEEN ANNE,7,2000,4,0,21754,21754,0,Multifamily Housing,,64.20,63.40,1232881,1215673,111.60,110.70,Multifamily Housing,19189,Parking,2565,NA,,141837,483949,7317,731724,0,40.2,1.8,Compliant,No Issue
23761,2018,SKANDIA WEST CONDOMINIUM,Multifamily LR (1-4),7804380000,6300 32ND AVE NW,SEATTLE,WA,98107,47.67472,-122.39807,BALLARD,6,1997,3,0,29378,29378,0,Multifamily Housing,44,37.90,37.00,932108,909030,84.50,82.90,Multifamily Housing,24589,NA,,NA,,181377,618859,2902,290171,0,17.1,0.6,Compliant,No Issue
23762,2018,HILLCREST PRESBYTERIAN CHURCH,NonResidential,7804400110,10400 34TH AVE SW,SEATTLE,WA,98146,47.50959,-122.37395,SOUTHWEST,1,1977,1,0,35844,35844,0,Worship Facility,26,26.20,26.00,940287,930673,73.50,72.70,Worship Facility,35844,NA,,NA,,272765,930674,0,0,0,2.5,0.1,Not Compliant,Default Data
